timestep,metrics,total_pos_label
35,"[('True Negtaives', 1157), ('False Positives', 2), ('False Negtaives', 21), ('True Positives', 161), ('Accuracy', 0.9828486204325131), ('Precision', 0.9877300613496932), ('Recall', 0.8846153846153846), ('F1 Score', 0.9333333333333332), ('Specificity', 0.998274374460742), ('NPV', 0.9821731748726655), ('FPR', 0.001725625539257981), ('FDR', 0.012269938650306749), ('MCC', 0.9253743213184132), ('Confusion Matrix', (1157, 2, 21, 161)), ('ROC_AUC', 0.995991713204828), ('AUCPR', 0.9848666914405508)]",182
36,"[('True Negtaives', 1675), ('False Positives', 0), ('False Negtaives', 0), ('True Positives', 33), ('Accuracy', 1.0), ('Precision', 1.0), ('Recall', 1.0), ('F1 Score', 1.0), ('Specificity', 1.0), ('NPV', 1.0), ('FPR', 0.0), ('FDR', 0.0), ('MCC', 1.0), ('Confusion Matrix', (1675, 0, 0, 33)), ('ROC_AUC', 1.0), ('AUCPR', 0.9999999999999998)]",33
37,"[('True Negtaives', 458), ('False Positives', 0), ('False Negtaives', 20), ('True Positives', 20), ('Accuracy', 0.9598393574297188), ('Precision', 1.0), ('Recall', 0.5), ('F1 Score', 0.6666666666666666), ('Specificity', 1.0), ('NPV', 0.9581589958158996), ('FPR', 0.0), ('FDR', 0.0), ('MCC', 0.6921556890670983), ('Confusion Matrix', (458, 0, 20, 20)), ('ROC_AUC', 0.8698144104803494), ('AUCPR', 0.7159778338684791)]",40
38,"[('True Negtaives', 644), ('False Positives', 1), ('False Negtaives', 17), ('True Positives', 94), ('Accuracy', 0.9761904761904762), ('Precision', 0.9894736842105263), ('Recall', 0.8468468468468469), ('F1 Score', 0.9126213592233009), ('Specificity', 0.9984496124031008), ('NPV', 0.9742813918305597), ('FPR', 0.0015503875968992248), ('FDR', 0.010526315789473684), ('MCC', 0.9025844854426062), ('Confusion Matrix', (644, 1, 17, 94)), ('ROC_AUC', 0.9875270619456666), ('AUCPR', 0.9592635660874487)]",111
39,"[('True Negtaives', 1102), ('False Positives', 0), ('False Negtaives', 14), ('True Positives', 67), ('Accuracy', 0.9881656804733728), ('Precision', 1.0), ('Recall', 0.8271604938271605), ('F1 Score', 0.9054054054054054), ('Specificity', 1.0), ('NPV', 0.9874551971326165), ('FPR', 0.0), ('FDR', 0.0), ('MCC', 0.9037609908003393), ('Confusion Matrix', (1102, 0, 14, 67)), ('ROC_AUC', 0.9823833210100603), ('AUCPR', 0.9656080701123034)]",81
40,"[('True Negtaives', 1099), ('False Positives', 0), ('False Negtaives', 52), ('True Positives', 60), ('Accuracy', 0.9570602807597027), ('Precision', 1.0), ('Recall', 0.5357142857142857), ('F1 Score', 0.6976744186046512), ('Specificity', 1.0), ('NPV', 0.9548218940052129), ('FPR', 0.0), ('FDR', 0.0), ('MCC', 0.7152004816352993), ('Confusion Matrix', (1099, 0, 52, 60)), ('ROC_AUC', 0.8832014493695567), ('AUCPR', 0.7591722904915941)]",112
41,"[('True Negtaives', 1016), ('False Positives', 0), ('False Negtaives', 21), ('True Positives', 95), ('Accuracy', 0.9814487632508834), ('Precision', 1.0), ('Recall', 0.8189655172413793), ('F1 Score', 0.9004739336492891), ('Specificity', 1.0), ('NPV', 0.9797492767598843), ('FPR', 0.0), ('FDR', 0.0), ('MCC', 0.895757150799549), ('Confusion Matrix', (1016, 0, 21, 95)), ('ROC_AUC', 0.976382195221287), ('AUCPR', 0.9576416383682069)]",116
42,"[('True Negtaives', 1915), ('False Positives', 0), ('False Negtaives', 65), ('True Positives', 174), ('Accuracy', 0.9698235840297121), ('Precision', 1.0), ('Recall', 0.7280334728033473), ('F1 Score', 0.8426150121065376), ('Specificity', 1.0), ('NPV', 0.9671717171717171), ('FPR', 0.0), ('FDR', 0.0), ('MCC', 0.8391265602099018), ('Confusion Matrix', (1915, 0, 65, 174)), ('ROC_AUC', 0.9553502955089199), ('AUCPR', 0.8892263748352739)]",239
43,"[('True Negtaives', 1346), ('False Positives', 0), ('False Negtaives', 24), ('True Positives', 0), ('Accuracy', 0.9824817518248176), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.9824817518248176), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (1346, 0, 24, 0)), ('ROC_AUC', 0.6904253343239228), ('AUCPR', 0.03633777604128678)]",24
44,"[('True Negtaives', 1565), ('False Positives', 2), ('False Negtaives', 23), ('True Positives', 1), ('Accuracy', 0.9842866121935889), ('Precision', 0.3333333333333333), ('Recall', 0.041666666666666664), ('F1 Score', 0.07407407407407407), ('Specificity', 0.9987236758136566), ('NPV', 0.9855163727959698), ('FPR', 0.0012763241863433313), ('FDR', 0.6666666666666666), ('MCC', 0.11348325352364994), ('Confusion Matrix', (1565, 2, 23, 1)), ('ROC_AUC', 0.7327430333971495), ('AUCPR', 0.07669253157894977)]",24
45,"[('True Negtaives', 1216), ('False Positives', 0), ('False Negtaives', 5), ('True Positives', 0), ('Accuracy', 0.9959049959049959), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.9959049959049959), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (1216, 0, 5, 0)), ('ROC_AUC', 0.8455592105263158), ('AUCPR', 0.027180587086213702)]",5
46,"[('True Negtaives', 710), ('False Positives', 0), ('False Negtaives', 2), ('True Positives', 0), ('Accuracy', 0.9971910112359551), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.9971910112359551), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (710, 0, 2, 0)), ('ROC_AUC', 0.8746478873239436), ('AUCPR', 0.5055555555555555)]",2
47,"[('True Negtaives', 824), ('False Positives', 0), ('False Negtaives', 22), ('True Positives', 0), ('Accuracy', 0.9739952718676123), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.9739952718676123), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (824, 0, 22, 0)), ('ROC_AUC', 0.7255626654898499), ('AUCPR', 0.06709511508304682)]",22
48,"[('True Negtaives', 435), ('False Positives', 0), ('False Negtaives', 36), ('True Positives', 0), ('Accuracy', 0.9235668789808917), ('Precision', 0.0), ('Recall', 0.0), ('F1 Score', 0.0), ('Specificity', 1.0), ('NPV', 0.9235668789808917), ('FPR', 0.0), ('FDR', 0), ('MCC', 0.0), ('Confusion Matrix', (435, 0, 36, 0)), ('ROC_AUC', 0.7845785440613027), ('AUCPR', 0.29031709873222733)]",36
49,"[('True Negtaives', 420), ('False Positives', 0), ('False Negtaives', 54), ('True Positives', 2), ('Accuracy', 0.8865546218487395), ('Precision', 1.0), ('Recall', 0.03571428571428571), ('F1 Score', 0.0689655172413793), ('Specificity', 1.0), ('NPV', 0.8860759493670886), ('FPR', 0.0), ('FDR', 0.0), ('MCC', 0.177892016741205), ('Confusion Matrix', (420, 0, 54, 2)), ('ROC_AUC', 0.9349914965986394), ('AUCPR', 0.7626774311174943)]",56
